A;B;A;B;A;B;A;B;;;;
270140128;31;262385430;22;270.1401279;30.81;262.38543;21.86;;;266.000000;26.26
270140719;31;262385512;22;270.1407195;30.81;262.385512;21.86;;;266.000000;26.26
270201657;31;262386385;22;270.2016569;30.81;262.3863853;21.87;;;266.000000;26.26
270258266;31;262523485;22;270.258266;30.82;262.5234854;21.87;;;266.000000;26.26
270258754;31;262527621;22;270.2587537;30.82;262.5276215;21.87;;;266.000000;26.26
270336496;31;262550065;22;270.3364963;30.82;262.5500652;21.87;;;266.000000;26.27
270338809;31;262564600;22;270.338809;30.82;262.5645999;21.87;;;266.000000;26.27
270340049;31;262569017;22;270.3400492;30.82;262.5690173;21.87;;;266.000000;26.27
270365299;31;262862942;22;270.3652995;30.82;262.862942;21.88;;;266.000000;26.27
270365427;31;263018593;22;270.3654267;30.82;263.0185932;21.88;;;266.000000;26.27
270366570;31;263023223;22;270.3665699;30.82;263.0232229;21.88;;;266.000000;26.27
270366642;31;263132192;22;270.3666423;30.83;263.1321919;21.88;;;266.000000;26.27
270367959;31;263181411;22;270.3679594;30.83;263.1814107;21.88;;;266.000000;26.28
270394066;31;263202944;22;270.394066;30.83;263.2029439;21.88;;;266.000000;26.28
270394108;31;263203028;22;270.3941078;30.83;263.2030279;21.89;;;266.000000;26.29
270394767;31;263252392;22;270.3947672;30.83;263.252392;21.89;;;266.000000;26.29
270398483;31;263252426;22;270.3984828;30.83;263.2524264;21.89;;;266.000000;26.29
270399537;31;263306988;22;270.3995372;30.84;263.3069879;21.89;;;266.000000;26.29
270416857;31;263356937;22;270.4168572;30.84;263.3569372;21.89;;;266.000000;26.29
270419864;31;263357557;22;270.4198638;30.84;263.3575575;21.9;;;266.000000;26.30
270434608;31;263358780;22;270.4346078;30.84;263.3587805;21.9;;;267.000000;26.30
270575377;31;263365183;22;270.5753769;30.85;263.3651835;21.9;;;267.000000;26.30
270629169;31;263365289;22;270.6291691;30.85;263.3652893;21.9;;;267.000000;26.30
270629357;31;263420757;22;270.6293573;30.85;263.4207575;21.9;;;267.000000;26.30
270634392;31;263421716;22;270.6343921;30.85;263.4217159;21.9;;;267.000000;26.31
270634434;31;263423046;22;270.634434;30.85;263.4230462;21.9;;;267.000000;26.31
270634616;31;263485261;22;270.6346156;30.85;263.4852609;21.9;;;267.000000;26.31
270636950;31;263535828;22;270.6369496;30.85;263.5358281;21.91;;;267.000000;26.31
270656090;31;263535885;22;270.6560904;30.85;263.5358853;21.91;;;267.000000;26.31
270657275;31;263536027;22;270.6572748;30.85;263.5360273;21.91;;;267.000000;26.32
270779801;31;263536294;22;270.7798007;30.86;263.536294;21.91;;;267.000000;26.32
270779872;31;263540618;22;270.7798718;30.86;263.5406179;21.92;;;267.000000;26.32
270829043;31;263604599;22;270.8290433;30.86;263.6045994;21.92;;;267.000000;26.32
270829046;31;263604681;22;270.829046;30.86;263.6046811;21.92;;;267.000000;26.32
270845000;31;263606889;22;270.845;30.86;263.6068893;21.92;;;267.000000;26.32
270845012;31;263607566;22;270.845012;30.86;263.6075661;21.92;;;267.000000;26.32
271264017;31;263607672;22;271.2640171;30.86;263.6076724;21.93;;;267.000000;26.32
271267140;31;263609402;22;271.2671404;30.87;263.6094022;21.93;;;267.000000;26.32
271424138;31;263610710;22;271.4241382;30.87;263.6107104;21.93;;;267.000000;26.33
271425208;31;263621602;22;271.4252077;30.87;263.6216022;21.93;;;267.000000;26.33
271427965;31;263624233;22;271.4279652;30.87;263.6242328;21.94;;;268.000000;26.33
271447469;31;263628958;22;271.4474695;30.88;263.6289582;21.94;;;268.000000;26.34
271455543;31;263629403;22;271.4555432;30.88;263.6294031;21.94;;;268.000000;26.34
271490514;31;263629405;22;271.4905136;30.88;263.6294049;21.95;;;268.000000;26.34
271492749;31;263629415;22;271.4927488;30.88;263.6294148;21.95;;;268.000000;26.34
271496287;31;263629461;22;271.4962867;30.88;263.629461;21.95;;;268.000000;26.34
271497628;31;263629620;22;271.4976279;30.88;263.6296205;21.96;;;268.000000;26.34
271497709;31;263629626;22;271.4977092;30.89;263.6296262;21.96;;;268.000000;26.35
272182851;31;263635147;22;272.1828513;30.89;263.6351468;21.97;;;268.000000;26.35
272182855;31;263690496;22;272.1828551;30.89;263.6904955;21.97;;;268.000000;26.35
272182862;31;263691464;22;272.1828622;30.89;263.691464;21.97;;;268.000000;26.35
272188191;31;263691679;22;272.1881915;30.89;263.6916795;21.97;;;268.000000;26.36
272549860;31;263691715;22;272.5498603;30.89;263.6917147;21.97;;;268.000000;26.36
272572159;31;263691801;22;272.5721591;30.89;263.6918012;21.97;;;268.000000;26.37
272573759;31;263692462;22;272.5737586;30.89;263.692462;21.97;;;268.000000;26.37
272573783;31;263692695;22;272.5737834;30.9;263.6926953;21.97;;;268.000000;26.37
272573809;31;263716361;22;272.5738089;30.9;263.7163606;21.98;;;268.000000;26.37
272573911;31;263718539;22;272.5739108;30.9;263.7185391;21.98;;;268.000000;26.37
272574028;31;263718792;22;272.5740284;30.9;263.718792;21.98;;;268.000000;26.37
272576096;31;263724709;22;272.5760955;30.9;263.724709;21.99;;;268.000000;26.37
272587428;31;263724820;22;272.5874276;30.91;263.7248202;21.99;;;268.000000;26.38
272587603;31;263732248;22;272.5876031;30.91;263.7322483;21.99;;;268.000000;26.38
272611492;31;263733334;22;272.6114921;30.91;263.7333335;22;;;268.000000;26.38
272613149;31;263735185;22;272.6131486;30.92;263.7351855;22;;;268.000000;26.38
272613225;31;263824405;22;272.6132245;30.92;263.8244049;22;;;268.000000;26.38
272614972;31;263841867;22;272.6149719;30.93;263.8418671;22.01;;;268.000000;26.38
272616808;31;263844777;22;272.6168084;30.93;263.8447771;22.01;;;268.000000;26.39
272616852;31;263952324;22;272.616852;30.93;263.9523243;22.01;;;268.000000;26.39
272623761;31;263988790;22;272.6237614;30.94;263.9887898;22.01;;;268.000000;26.39
272623930;31;263989353;22;272.6239301;30.94;263.9893527;22.01;;;268.000000;26.39
272625722;31;263993076;22;272.6257218;30.95;263.9930762;22.01;;;268.000000;26.39
272628281;31;263993100;22;272.6282814;30.95;263.9930998;22.01;;;268.000000;26.40
272644898;31;263993951;22;272.6448977;30.95;263.9939508;22.02;;;268.000000;26.40
272648895;31;264279255;22;272.6488946;30.95;264.2792548;22.02;;;268.000000;26.40
272650368;31;264279266;22;272.6503681;30.95;264.2792665;22.02;;;268.000000;26.40
272682833;31;264279293;22;272.6828334;30.96;264.279293;22.02;;;268.000000;26.40
272683417;31;264279350;22;272.6834171;30.96;264.2793498;22.02;;;268.000000;26.40
272683440;31;264279367;22;272.6834404;30.97;264.2793675;22.02;;;268.000000;26.40
272683463;31;264279391;22;272.6834627;30.97;264.2793908;22.02;;;268.000000;26.40
272689057;31;264401917;22;272.6890565;30.97;264.4019166;22.02;;;268.000000;26.41
272689396;31;264402030;22;272.6893964;30.98;264.4020302;22.03;;;268.000000;26.41
272689399;31;264405266;22;272.6893993;30.98;264.4052658;22.03;;;268.000000;26.42
273129145;31;264523788;22;273.129145;30.98;264.5237878;22.03;;;268.000000;26.42
273129205;31;264539597;22;273.1292052;30.99;264.539597;22.03;;;268.000000;26.42
273177033;31;264677760;22;273.1770332;30.99;264.6777597;22.03;;;268.000000;26.42
273184621;31;264687289;22;273.1846209;30.99;264.6872886;22.03;;;268.000000;26.43
273430828;31;264746698;22;273.4308283;30.99;264.7466978;22.03;;;268.000000;26.43
273430835;31;264746975;22;273.4308355;31;264.7469746;22.03;;;268.000000;26.43
273446054;31;264751925;22;273.4460538;31;264.7519246;22.03;;;268.000000;26.43
273540495;31;264797560;22;273.540495;31;264.7975598;22.04;;;268.000000;26.44
273736317;31;264852810;22;273.7363166;31;264.8528103;22.04;;;268.000000;26.44
273736452;31;265008356;22;273.7364522;31;265.0083564;22.04;;;268.000000;26.44
273736965;31;265013847;22;273.7369653;31.01;265.013847;22.04;;;268.000000;26.44
273736969;31;265035084;22;273.736969;31.01;265.0350842;22.04;;;268.000000;26.45
273738144;31;265541612;22;273.7381442;31.01;265.5416115;22.04;;;268.000000;26.45
273783411;31;265557476;22;273.7834114;31.01;265.5574755;22.04;;;268.000000;26.45
273787048;31;265637886;22;273.7870476;31.01;265.6378858;22.05;;;268.000000;26.45
273821035;31;265646851;22;273.8210354;31.02;265.6468511;22.05;;;268.000000;26.45
273823928;31;265654142;22;273.8239281;31.02;265.6541424;22.05;;;268.000000;26.46
273829826;31;265660114;22;273.8298259;31.03;265.6601139;22.06;;;268.000000;26.46
273831694;31;265660123;22;273.8316935;31.03;265.6601226;22.06;;;268.000000;26.46
273831794;31;265679993;22;273.8317944;31.04;265.6799934;22.06;;;268.000000;26.46
273833496;31;265681088;22;273.8334955;31.04;265.6810882;22.06;;;268.000000;26.47
273835012;31;265691525;22;273.8350123;31.04;265.6915247;22.06;;;268.000000;26.47
273836816;31;265719783;22;273.8368158;31.04;265.7197832;22.06;;;268.000000;26.47
273878808;31;265735091;22;273.8788083;31.05;265.7350908;22.06;;;268.000000;26.47
273896514;31;265741511;22;273.896514;31.06;265.7415114;22.06;;;268.000000;26.47
273896752;31;265746710;22;273.8967521;31.06;265.7467096;22.06;;;268.000000;26.48
273901898;31;265753641;22;273.9018977;31.06;265.7536415;22.06;;;268.000000;26.48
273901931;31;265753795;22;273.9019313;31.06;265.7537954;22.07;;;268.000000;26.48
273917025;31;265760180;22;273.9170245;31.06;265.7601798;22.07;;;268.000000;26.48
273937799;31;265760261;22;273.9377993;31.06;265.7602614;22.07;;;268.000000;26.48
273938541;31;265762737;22;273.9385407;31.07;265.7627374;22.07;;;268.000000;26.49
273938570;31;265827509;22;273.9385696;31.07;265.8275087;22.07;;;268.000000;26.49
273939046;31;265831965;22;273.9390461;31.07;265.8319645;22.07;;;268.000000;26.49
273970103;31;265832001;22;273.9701031;31.07;265.8320008;22.07;;;268.000000;26.49
273973338;31;265832003;22;273.9733382;31.07;265.8320027;22.07;;;268.000000;26.50
273980123;31;265980590;22;273.9801233;31.08;265.9805902;22.07;;;268.000000;26.50
274395400;31;265986343;22;274.3954001;31.08;265.9863425;22.07;;;268.000000;26.50
274395657;31;265994084;22;274.3956569;31.08;265.9940836;22.08;;;268.000000;26.50
274409320;31;265994094;22;274.4093197;31.08;265.9940941;22.08;;;268.000000;26.50
274427959;31;266000878;22;274.4279588;31.09;266.000878;22.08;;;268.000000;26.50
274428019;31;266009317;22;274.4280189;31.09;266.0093166;22.08;;;268.000000;26.50
274439408;31;266031509;22;274.4394085;31.09;266.0315087;22.08;;;269.000000;26.51
274439543;31;266054560;22;274.4395434;31.09;266.0545598;22.08;;;269.000000;26.51
274439569;31;266054565;22;274.4395687;31.09;266.0545649;22.08;;;269.000000;26.51
275207094;31;266054596;22;275.2070943;31.09;266.0545959;22.08;;;269.000000;26.52
275213543;31;266071064;22;275.2135426;31.09;266.071064;22.09;;;269.000000;26.52
275216263;31;266071113;22;275.2162626;31.1;266.0711134;22.09;;;269.000000;26.52
275226789;31;266071211;22;275.2267888;31.11;266.0712109;22.09;;;269.000000;26.52
275226947;31;266071226;22;275.2269475;31.11;266.0712264;22.09;;;269.000000;26.52
275233033;31;266075506;22;275.2330333;31.11;266.075506;22.09;;;269.000000;26.52
275233769;31;266077173;22;275.2337689;31.12;266.0771726;22.09;;;269.000000;26.53
275254723;31;266087695;22;275.2547229;31.12;266.0876951;22.09;;;269.000000;26.53
275257998;31;266090644;22;275.2579981;31.12;266.0906443;22.1;;;269.000000;26.53
275258010;31;266091171;22;275.2580098;31.13;266.0911712;22.1;;;269.000000;26.54
275259626;31;266097805;22;275.2596263;31.14;266.0978055;22.1;;;269.000000;26.54
275260161;31;266097981;22;275.2601609;31.14;266.0979814;22.1;;;269.000000;26.54
275262410;31;266101013;22;275.2624095;31.14;266.1010133;22.1;;;269.000000;26.54
275262420;31;266103060;22;275.26242;31.14;266.1030599;22.11;;;269.000000;26.55
275262424;31;266103925;22;275.2624243;31.14;266.1039246;22.11;;;269.000000;26.55
275358011;31;266113667;22;275.3580111;31.15;266.113667;22.11;;;269.000000;26.55
275358647;31;266118299;22;275.3586469;31.15;266.1182991;22.11;;;269.000000;26.55
275430015;31;266118444;22;275.4300149;31.15;266.118444;22.11;;;269.000000;26.55
275436184;31;266122941;22;275.4361838;31.16;266.1229408;22.11;;;269.000000;26.55
275510270;31;266124018;22;275.5102697;31.16;266.1240182;22.11;;;269.000000;26.56
275512782;31;266125817;22;275.5127821;31.16;266.1258174;22.12;;;269.000000;26.56
275518691;31;266132113;22;275.5186914;31.17;266.1321134;22.12;;;269.000000;26.56
275518701;31;266132295;22;275.5187008;31.17;266.1322946;22.12;;;269.000000;26.57
275650396;31;266135990;22;275.6503956;31.17;266.1359903;22.12;;;269.000000;26.57
275652203;31;266136202;22;275.6522027;31.18;266.1362024;22.13;;;269.000000;26.57
275655114;31;266136238;22;275.6551141;31.18;266.1362383;22.13;;;269.000000;26.58
275669208;31;266137006;22;275.6692076;31.19;266.1370057;22.13;;;269.000000;26.58
275725053;31;266138433;22;275.7250527;31.19;266.1384326;22.13;;;269.000000;26.58
275730352;31;266138653;22;275.7303522;31.19;266.1386532;22.13;;;269.000000;26.58
275730675;31;266142899;22;275.7306747;31.2;266.1428992;22.13;;;270.000000;26.58
275738700;31;266143452;22;275.7386996;31.2;266.1434521;22.14;;;270.000000;26.58
275741212;31;266143718;22;275.7412118;31.2;266.1437179;22.14;;;270.000000;26.58
275867852;31;266154463;22;275.867852;31.2;266.1544633;22.15;;;270.000000;26.58
275876800;31;266154474;22;275.8768;31.2;266.1544737;22.15;;;270.000000;26.58
275878366;31;266154488;22;275.8783659;31.2;266.154488;22.15;;;270.000000;26.58
275893009;31;266154658;22;275.8930086;31.2;266.1546584;22.16;;;270.000000;26.58
275937929;31;266154932;22;275.9379293;31.2;266.1549317;22.16;;;270.000000;26.59
275949726;31;266154982;22;275.9497257;31.21;266.1549822;22.16;;;270.000000;26.59
275957097;31;266157646;22;275.9570967;31.21;266.1576462;22.17;;;270.000000;26.59
275957734;31;266161328;22;275.9577344;31.22;266.1613276;22.17;;;270.000000;26.60
275960160;31;266166732;22;275.9601596;31.22;266.1667317;22.17;;;270.000000;26.60
275960186;31;266167848;22;275.9601862;31.22;266.1678479;22.17;;;270.000000;26.60
275979283;31;266168051;22;275.9792832;31.23;266.168051;22.18;;;270.000000;26.60
275980084;31;266170858;22;275.9800839;31.23;266.1708585;22.18;;;270.000000;26.60
275980154;31;266170866;22;275.9801538;31.23;266.1708662;22.18;;;270.000000;26.60
275984322;31;266171720;22;275.9843217;31.24;266.1717204;22.18;;;270.000000;26.60
275985769;31;266171829;22;275.9857688;31.25;266.1718295;22.18;;;271.000000;26.61
275985822;31;266173942;22;275.9858219;31.25;266.1739419;22.19;;;271.000000;26.61
275988740;31;266191878;22;275.9887402;31.25;266.1918779;22.19;;;271.000000;26.61
276088118;31;266194294;22;276.0881178;31.25;266.1942942;22.19;;;271.000000;26.62
276089570;31;266198559;22;276.0895697;31.25;266.1985587;22.19;;;271.000000;26.62
276091003;31;266220032;22;276.0910031;31.25;266.2200316;22.19;;;271.000000;26.62
276091092;31;266237050;22;276.0910923;31.25;266.2370501;22.19;;;271.000000;26.63
276091119;31;266237175;22;276.0911192;31.25;266.2371746;22.2;;;271.000000;26.63
276294105;31;266309291;22;276.2941054;31.26;266.3092906;22.2;;;271.000000;26.63
276326840;31;266398256;22;276.3268403;31.26;266.3982565;22.2;;;271.000000;26.63
276365580;31;266415703;22;276.3655798;31.26;266.4157029;22.21;;;271.000000;26.63
276370589;31;266422374;22;276.3705891;31.26;266.4223741;22.21;;;271.000000;26.63
276373560;31;266425212;22;276.3735597;31.27;266.4252115;22.21;;;271.000000;26.63
276378975;31;266438369;22;276.3789749;31.27;266.4383685;22.22;;;271.000000;26.64
276380791;31;266438665;22;276.3807913;31.27;266.4386654;22.22;;;271.000000;26.64
276380918;31;266439984;22;276.3809175;31.27;266.4399842;22.22;;;271.000000;26.64
276396581;31;266533798;22;276.3965808;31.28;266.5337976;22.22;;;271.000000;26.64
276413963;31;266540843;22;276.413963;31.28;266.5408427;22.22;;;271.000000;26.64
276414900;31;266565318;22;276.4148996;31.28;266.5653181;22.22;;;272.000000;26.64
276419652;31;266634433;22;276.4196516;31.29;266.6344333;22.22;;;272.000000;26.65
276440915;31;266639409;22;276.4409154;31.29;266.6394091;22.22;;;272.000000;26.65
276441545;31;266675189;22;276.4415453;31.29;266.6751891;22.22;;;272.000000;26.65
276444722;31;266675267;22;276.4447222;31.3;266.6752666;22.23;;;272.000000;26.65
276444775;31;266698239;22;276.4447751;31.3;266.6982393;22.23;;;272.000000;26.65
276444888;31;267004201;22;276.4448883;31.3;267.0042014;22.23;;;272.000000;26.65
276447676;31;267004653;22;276.4476756;31.31;267.0046534;22.24;;;272.000000;26.65
276448977;31;267005231;22;276.4489769;31.31;267.0052306;22.24;;;272.000000;26.65
276453407;31;267045787;22;276.4534068;31.31;267.0457869;22.24;;;272.000000;26.65
276454317;31;267375821;22;276.4543172;31.32;267.3758214;22.24;;;272.000000;26.66
276512766;31;267375825;22;276.5127659;31.32;267.3758252;22.25;;;272.000000;26.66
276517398;31;267377662;22;276.5173981;31.32;267.3776616;22.25;;;272.000000;26.66
277259400;31;267450916;22;277.2594003;31.33;267.4509155;22.25;;;272.000000;26.66
277259572;31;267454277;22;277.2595716;31.33;267.4542774;22.25;;;272.000000;26.67
277270767;31;267455485;22;277.2707672;31.33;267.4554849;22.25;;;272.000000;26.67
277282064;31;267460826;22;277.2820637;31.33;267.4608262;22.25;;;272.000000;26.67
277282790;31;267461427;22;277.2827897;31.33;267.461427;22.25;;;272.000000;26.67
277588978;31;267587270;22;277.5889778;31.33;267.5872702;22.26;;;272.000000;26.67
277589015;31;267678053;22;277.5890148;31.34;267.6780531;22.26;;;272.000000;26.67
277590227;31;267678096;22;277.5902266;31.34;267.6780964;22.26;;;272.000000;26.68
277976664;31;267679452;22;277.9766643;31.34;267.6794525;22.26;;;272.000000;26.68
277977580;31;267679857;22;277.9775796;31.35;267.6798574;22.26;;;272.000000;26.68
277981492;31;267784715;22;277.9814917;31.35;267.7847147;22.26;;;272.000000;26.69
277981721;31;267785508;22;277.9817205;31.35;267.7855079;22.26;;;272.000000;26.69
277985392;31;267909394;22;277.9853922;31.37;267.9093945;22.26;;;272.000000;26.69
277986665;31;267912584;22;277.9866652;31.37;267.9125842;22.26;;;272.000000;26.70
278034097;31;267913856;22;278.0340969;31.37;267.9138564;22.26;;;272.000000;26.70
278040291;31;267916089;22;278.0402912;31.37;267.9160895;22.27;;;272.000000;26.70
278045255;31;267916188;22;278.0452552;31.38;267.9161876;22.27;;;272.000000;26.70
278049701;31;267928151;22;278.0497005;31.38;267.9281509;22.27;;;272.000000;26.70
278062178;31;267938191;22;278.0621784;31.38;267.9381914;22.27;;;272.000000;26.70
278085182;31;268064832;22;278.085182;31.38;268.0648316;22.27;;;272.000000;26.71
278086169;31;268103792;22;278.0861693;31.38;268.1037916;22.27;;;272.000000;26.71
278151970;31;268128742;22;278.1519696;31.38;268.1287423;22.28;;;272.000000;26.72
278151988;31;268139618;22;278.1519876;31.39;268.1396176;22.28;;;272.000000;26.72
278155520;31;268139880;22;278.15552;31.39;268.1398803;22.28;;;272.000000;26.72
278165288;31;268142139;22;278.1652883;31.4;268.1421386;22.28;;;272.000000;26.73
278216368;31;268256703;22;278.2163677;31.4;268.2567031;22.28;;;272.000000;26.73
278218068;31;268271683;22;278.2180676;31.4;268.2716835;22.29;;;272.000000;26.73
278218127;31;268272961;22;278.2181273;31.4;268.272961;22.29;;;272.000000;26.73
278222425;31;268281650;22;278.222425;31.4;268.2816501;22.29;;;272.000000;26.73
278226149;31;268293855;22;278.2261488;31.41;268.2938553;22.29;;;272.000000;26.73
